user_id,n_baseline,far_mean,far_std
91,75,0.0,0.0
92,75,0.018222222222222223,0.028059020688101514
93,75,0.010684444444444443,0.013915642854334208
94,75,0.022195555555555555,0.02940814164583897
95,75,0.01735333333333333,0.025834661280086296
96,75,0.04094,0.03713093755154575
97,75,0.0003244444444444444,0.0026092750045525514
98,75,0.024066666666666663,0.02170408165515941
99,75,0.033868888888888886,0.05393077039188045
100,75,0.07207555555555555,0.03598529493906993
101,75,0.0,0.0
